timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
26,115.43,veh_0,-0_0,399.11,0,17.83,DEFAULT_VEHTYPE,234.57,157.93
26,21.9,veh_1,-0_0,282.63,0,15.75,DEFAULT_VEHTYPE,134.09,126
26,301.84,veh_2,-0_0,219.64,0,17.18,DEFAULT_VEHTYPE,151,71.14
27,129.43,veh_0,-0_0,416.96,0,17.85,DEFAULT_VEHTYPE,249.26,147.87
27,44.08,veh_1,-0_0,299.29,0,16.66,DEFAULT_VEHTYPE,143.91,139.33
27,320.47,veh_2,-0_0,236.98,0,17.33,DEFAULT_VEHTYPE,138.25,82.71
28,143.91,veh_0,-0_0,434.85,0,17.89,DEFAULT_VEHTYPE,261.12,134.54
28,49.38,veh_1,-0_0,315.43,0,16.14,DEFAULT_VEHTYPE,155.82,150.22
28,343.34,veh_2,-0_0,253.93,0,16.96,DEFAULT_VEHTYPE,131.19,98
29,160,veh_0,-0_0,452.95,0,18.09,DEFAULT_VEHTYPE,268.97,118.31
29,61.73,veh_1,-0_0,331.05,0,15.62,DEFAULT_VEHTYPE,168.98,158.58
29,5.82,veh_2,-0_0,270.71,0,16.78,DEFAULT_VEHTYPE,130.58,114.66
30,176.34,veh_0,-0_0,471.42,0,18.47,DEFAULT_VEHTYPE,272.03,100.16
30,74.46,veh_1,-0_0,347.17,0,16.12,DEFAULT_VEHTYPE,184.11,164.06
30,30.05,veh_2,-0_0,288.66,0,17.95,DEFAULT_VEHTYPE,137.04,131.26
31,192.76,veh_0,-0_0,489.92,0,18.5,DEFAULT_VEHTYPE,269.84,81.85
31,86.97,veh_1,-0_0,363.07,0,15.89,DEFAULT_VEHTYPE,199.84,166.07
31,46.68,veh_2,-0_0,306.13,0,17.47,DEFAULT_VEHTYPE,148.89,144.02
32,209.13,veh_0,-0_0,508.29,0,18.37,DEFAULT_VEHTYPE,262.64,65.02
32,99.38,veh_1,-0_0,378.74,0,15.67,DEFAULT_VEHTYPE,215.41,164.67
32,56.23,veh_2,-0_0,323.96,0,17.83,DEFAULT_VEHTYPE,162.79,155.13
33,224.78,veh_0,-0_0,526.5,0,18.21,DEFAULT_VEHTYPE,251.14,50.97
33,111.97,veh_1,-0_0,394.63,0,15.89,DEFAULT_VEHTYPE,230.54,159.87
33,70.19,veh_2,-0_0,341.71,0,17.75,DEFAULT_VEHTYPE,178.85,162.58
34,155.08,veh_0,-0_0,545.2,0,18.7,DEFAULT_VEHTYPE,249.54,33.94
34,124.48,veh_1,-0_0,410.54,0,15.91,DEFAULT_VEHTYPE,244.27,151.9
34,83.62,veh_2,-0_0,358.77,0,17.05,DEFAULT_VEHTYPE,195.55,165.86
35,75.68,veh_0,-0_0,562.99,0,17.79,DEFAULT_VEHTYPE,265.47,30.01
35,136.31,veh_1,-0_0,426.19,0,15.64,DEFAULT_VEHTYPE,255.82,141.39
35,97.28,veh_2,-0_0,376.14,0,17.37,DEFAULT_VEHTYPE,212.86,165.13
36,62.99,veh_0,-0_0,580.72,0,17.73,DEFAULT_VEHTYPE,281.27,38.05
36,150.11,veh_1,-0_0,441.7,0,15.51,DEFAULT_VEHTYPE,264.62,128.66
36,110.62,veh_2,-0_0,393.02,0,16.88,DEFAULT_VEHTYPE,229.06,160.51
37,62.99,veh_0,-0_0,598.56,0,17.84,DEFAULT_VEHTYPE,297.16,46.15
37,164.55,veh_1,-0_0,458.06,0,16.36,DEFAULT_VEHTYPE,270.33,113.38
37,124.12,veh_2,-0_0,410.03,0,17.01,DEFAULT_VEHTYPE,243.85,152.2
38,62.99,veh_0,-0_0,617.01,0,18.45,DEFAULT_VEHTYPE,313.6,54.53
38,178.77,veh_1,-0_0,474.17,0,16.11,DEFAULT_VEHTYPE,272.04,97.4
38,136.76,veh_2,-0_0,426.82,0,16.79,DEFAULT_VEHTYPE,256.24,140.92
39,62.99,veh_0,-0_0,635.88,0,18.87,DEFAULT_VEHTYPE,330.41,63.1
39,192.79,veh_1,-0_0,489.95,0,15.78,DEFAULT_VEHTYPE,269.84,81.82
39,152.15,veh_2,-0_0,444.03,0,17.2,DEFAULT_VEHTYPE,265.66,126.58
40,57.71,veh_0,-0_0,654.06,0,18.18,DEFAULT_VEHTYPE,346.35,71.8
40,206.8,veh_1,-0_0,505.63,0,15.69,DEFAULT_VEHTYPE,263.97,67.32
40,167.92,veh_2,-0_0,461.98,0,17.96,DEFAULT_VEHTYPE,271.12,109.54
41,37.33,veh_0,-0_0,672.67,0,18.61,DEFAULT_VEHTYPE,359.41,84.91
41,221.48,veh_1,-0_0,522.31,0,16.68,DEFAULT_VEHTYPE,254.11,53.92
41,183.58,veh_2,-0_0,479.63,0,17.65,DEFAULT_VEHTYPE,271.71,91.95
42,16.97,veh_0,-0_0,691.2,0,18.53,DEFAULT_VEHTYPE,367.05,101.69
42,182.44,veh_1,-0_0,538.94,0,16.63,DEFAULT_VEHTYPE,247.2,39.68
42,199.44,veh_2,-0_0,497.51,0,17.88,DEFAULT_VEHTYPE,267.45,74.64
43,356.31,veh_0,-0_0,710,0,18.8,DEFAULT_VEHTYPE,368.35,120.34
43,112.17,veh_1,-0_0,554.76,0,15.82,DEFAULT_VEHTYPE,257.44,28.95
43,214.64,veh_2,-0_0,514.65,0,17.13,DEFAULT_VEHTYPE,259.08,59.75
44,335.8,veh_0,-0_0,728.71,0,18.72,DEFAULT_VEHTYPE,363.03,138.17
44,62.99,veh_1,-0_0,570.59,0,15.83,DEFAULT_VEHTYPE,272.24,33.45
44,210.9,veh_2,-0_0,532.63,0,17.98,DEFAULT_VEHTYPE,247.83,45.88
45,316.43,veh_0,-0_0,746.97,0,18.26,DEFAULT_VEHTYPE,352.17,152.74
45,62.99,veh_1,-0_0,587.22,0,16.63,DEFAULT_VEHTYPE,287.05,41
45,134.73,veh_2,-0_0,549.73,0,17.1,DEFAULT_VEHTYPE,252.82,30.84
46,330.35,veh_0,-0_0,765.91,0,18.95,DEFAULT_VEHTYPE,341.19,168.11
46,62.99,veh_1,-0_0,603.12,0,15.9,DEFAULT_VEHTYPE,301.22,48.22
46,63.63,veh_2,-0_0,567.39,0,17.65,DEFAULT_VEHTYPE,269.39,31.99
47,345.62,veh_0,-0_0,784.22,0,18.31,DEFAULT_VEHTYPE,334.97,185.27
47,62.99,veh_1,-0_0,618.97,0,15.85,DEFAULT_VEHTYPE,315.35,55.42
47,62.99,veh_2,-0_0,585.1,0,17.72,DEFAULT_VEHTYPE,285.17,40.04
48,1.29,veh_0,-0_0,802.76,0,18.54,DEFAULT_VEHTYPE,333.54,203.69
48,62.99,veh_1,-0_0,634.57,0,15.6,DEFAULT_VEHTYPE,329.24,62.51
48,62.99,veh_2,-0_0,602.42,0,17.32,DEFAULT_VEHTYPE,300.6,47.91
49,16.99,veh_0,-0_0,821.52,0,18.77,DEFAULT_VEHTYPE,337.17,222.04
49,61.1,veh_1,-0_0,651.04,0,16.48,DEFAULT_VEHTYPE,343.84,70.14
49,62.99,veh_2,-0_0,619.03,0,16.61,DEFAULT_VEHTYPE,315.4,55.45
50,32.09,veh_0,-0_0,839.4,0,17.88,DEFAULT_VEHTYPE,345.16,237.97
50,43.52,veh_1,-0_0,667.13,0,16.08,DEFAULT_VEHTYPE,356.03,80.53
50,62.99,veh_2,-0_0,637.03,0,18,DEFAULT_VEHTYPE,331.43,63.63
51,39.35,veh_0,-0_0,858.24,0,18.84,DEFAULT_VEHTYPE,357.17,252.45
51,26,veh_1,-0_0,682.97,0,15.84,DEFAULT_VEHTYPE,364.39,93.91
51,57.91,veh_2,-0_0,653.87,0,16.84,DEFAULT_VEHTYPE,346.2,71.69
52,5.53,veh_0,-0_0,877.18,0,18.94,DEFAULT_VEHTYPE,362.97,270.18
52,8.41,veh_1,-0_0,699.08,0,16.11,DEFAULT_VEHTYPE,368.41,109.44
52,39.72,veh_2,-0_0,670.48,0,16.61,DEFAULT_VEHTYPE,358.13,83.14
53,332.64,veh_0,-0_0,895.65,0,18.47,DEFAULT_VEHTYPE,358.17,287.76
53,349.92,veh_1,-0_0,715.83,0,16.75,DEFAULT_VEHTYPE,367.38,126.08
53,20.92,veh_2,-0_0,687.7,0,17.22,DEFAULT_VEHTYPE,366.08,98.33
54,299.37,veh_0,-0_0,914.38,0,18.73,DEFAULT_VEHTYPE,344.36,300.01
54,331.75,veh_1,-0_0,732.39,0,16.57,DEFAULT_VEHTYPE,361.26,141.4
54,2.76,veh_2,-0_0,704.29,0,16.59,DEFAULT_VEHTYPE,368.68,114.65
55,271.17,veh_0,-0_0,933.09,0,18.7,DEFAULT_VEHTYPE,326.08,303.08
55,316.44,veh_1,-0_0,749.02,0,16.63,DEFAULT_VEHTYPE,350.79,154.26
55,343.55,veh_2,-0_0,721.78,0,17.49,DEFAULT_VEHTYPE,365.75,131.81
56,271.17,veh_0,-0_0,951.93,0,18.84,DEFAULT_VEHTYPE,307.25,303.47
56,329.67,veh_1,-0_0,765.2,0,16.18,DEFAULT_VEHTYPE,341.53,167.47
56,324.37,veh_2,-0_0,739.16,0,17.38,DEFAULT_VEHTYPE,357.41,146.96
57,271.17,veh_0,-0_0,970.42,0,18.49,DEFAULT_VEHTYPE,288.76,303.85
57,343.13,veh_1,-0_0,781.14,0,15.94,DEFAULT_VEHTYPE,335.69,182.27
57,321.16,veh_2,-0_0,755.15,0,15.99,DEFAULT_VEHTYPE,346.91,159
58,271.13,veh_0,-0_0,988.86,0,18.44,DEFAULT_VEHTYPE,270.33,304.22
58,356.49,veh_1,-0_0,796.99,0,15.85,DEFAULT_VEHTYPE,333.45,197.92
58,334.86,veh_2,-0_0,771.36,0,16.21,DEFAULT_VEHTYPE,338.86,173.03
59,265.38,veh_0,-0_0,1007.35,0,18.5,DEFAULT_VEHTYPE,251.86,303.49
59,9.69,veh_1,-0_0,812.82,0,15.83,DEFAULT_VEHTYPE,334.86,213.65
59,347.79,veh_2,-0_0,786.75,0,15.4,DEFAULT_VEHTYPE,334.48,187.75
60,259,veh_0,-0_0,1026.2,0,18.85,DEFAULT_VEHTYPE,233.23,300.64
60,23.53,veh_1,-0_0,829.3,0,16.48,DEFAULT_VEHTYPE,340.13,229.22
60,1.46,veh_2,-0_0,802.97,0,16.21,DEFAULT_VEHTYPE,333.55,203.9
61,252.77,veh_0,-0_0,1043.94,0,17.74,DEFAULT_VEHTYPE,216.11,296.04
61,37.39,veh_1,-0_0,845.73,0,16.43,DEFAULT_VEHTYPE,348.95,243.04
61,15.58,veh_2,-0_0,819.82,0,16.85,DEFAULT_VEHTYPE,336.64,220.42
62,246.56,veh_0,-0_0,1062.06,0,18.12,DEFAULT_VEHTYPE,199.23,289.5
62,32.18,veh_1,-0_0,862.25,0,16.52,DEFAULT_VEHTYPE,359.26,255.87
62,29.05,veh_2,-0_0,835.85,0,16.04,DEFAULT_VEHTYPE,343.24,234.99
63,240.29,veh_0,-0_0,1080.16,0,18.1,DEFAULT_VEHTYPE,183.17,281.17
63,2.77,veh_1,-0_0,878.75,0,16.49,DEFAULT_VEHTYPE,362.97,271.75
63,42.98,veh_2,-0_0,852.58,0,16.73,DEFAULT_VEHTYPE,353.55,248.11
64,233.87,veh_0,-0_0,1098.91,0,18.76,DEFAULT_VEHTYPE,167.59,270.74
64,334.99,veh_1,-0_0,894.37,0,15.62,DEFAULT_VEHTYPE,358.83,286.65
64,20.48,veh_2,-0_0,868.85,0,16.27,DEFAULT_VEHTYPE,361.72,261.98
65,227.42,veh_0,-0_0,1117.5,0,18.59,DEFAULT_VEHTYPE,153.4,258.74
65,307.14,veh_1,-0_0,910.06,0,15.7,DEFAULT_VEHTYPE,348.15,297.94
65,352.4,veh_2,-0_0,884.74,0,15.88,DEFAULT_VEHTYPE,362.26,277.69
66,227.66,veh_0,-0_0,1135.18,0,17.68,DEFAULT_VEHTYPE,140.63,246.53
66,278.93,veh_1,-0_0,925.71,0,15.64,DEFAULT_VEHTYPE,333.46,302.86
66,324.98,veh_2,-0_0,899.94,0,15.2,DEFAULT_VEHTYPE,355.68,291.24
67,233.33,veh_0,-0_0,1153.08,0,17.9,DEFAULT_VEHTYPE,126.66,235.33
67,271.17,veh_1,-0_0,942.31,0,16.6,DEFAULT_VEHTYPE,316.87,303.27
67,297.08,veh_2,-0_0,915.59,0,15.66,DEFAULT_VEHTYPE,343.24,300.48
68,239.17,veh_0,-0_0,1171.66,0,18.57,DEFAULT_VEHTYPE,111.09,225.23
68,271.17,veh_1,-0_0,958.65,0,16.34,DEFAULT_VEHTYPE,300.53,303.61
68,271.3,veh_2,-0_0,932.05,0,16.46,DEFAULT_VEHTYPE,327.12,303.06
69,245.04,veh_0,-0_0,1190.45,0,18.79,DEFAULT_VEHTYPE,94.37,216.68
69,271.17,veh_1,-0_0,974.6,0,15.95,DEFAULT_VEHTYPE,284.58,303.93
69,271.17,veh_2,-0_0,949.06,0,17.01,DEFAULT_VEHTYPE,310.11,303.41
70,250.91,veh_0,-0_0,1208.99,0,18.54,DEFAULT_VEHTYPE,77.09,209.98
70,271.03,veh_1,-0_0,990.2,0,15.6,DEFAULT_VEHTYPE,268.99,304.24
70,271.17,veh_2,-0_0,964.47,0,15.41,DEFAULT_VEHTYPE,294.71,303.73
71,256.81,veh_0,-0_0,1227.7,0,18.71,DEFAULT_VEHTYPE,59.05,205.02
71,265.59,veh_1,-0_0,1006.79,0,16.59,DEFAULT_VEHTYPE,252.41,303.54
71,271.17,veh_2,-0_0,980.21,0,15.74,DEFAULT_VEHTYPE,278.97,304.05
72,262.57,veh_0,-0_0,1245.91,0,18.21,DEFAULT_VEHTYPE,41.1,202.01
72,260.16,veh_1,-0_0,1022.57,0,15.78,DEFAULT_VEHTYPE,236.79,301.35
72,269.17,veh_2,-0_0,996.53,0,16.32,DEFAULT_VEHTYPE,262.65,304.17
73,266.76,veh_0,-0_0,1264.18,0,18.27,DEFAULT_VEHTYPE,22.89,200.64
73,254.5,veh_1,-0_0,1038.9,0,16.32,DEFAULT_VEHTYPE,220.93,297.54
73,263.68,veh_2,-0_0,1012.38,0,15.85,DEFAULT_VEHTYPE,246.86,302.94
74,266.76,veh_0,-0_0,1281.91,0,17.73,DEFAULT_VEHTYPE,5.19,199.64
74,248.8,veh_1,-0_0,1055.42,0,16.52,DEFAULT_VEHTYPE,205.33,292.11
74,257.93,veh_2,-0_0,1028.96,0,16.58,DEFAULT_VEHTYPE,230.54,300.04
75,243.11,veh_1,-0_0,1071.83,0,16.41,DEFAULT_VEHTYPE,190.45,285.21
75,252.39,veh_2,-0_0,1045.02,0,16.07,DEFAULT_VEHTYPE,215.08,295.71
76,237.46,veh_1,-0_0,1088.36,0,16.53,DEFAULT_VEHTYPE,176.21,276.82
76,246.62,veh_2,-0_0,1061.89,0,16.87,DEFAULT_VEHTYPE,199.38,289.57
77,231.97,veh_1,-0_0,1104.25,0,15.89,DEFAULT_VEHTYPE,163.38,267.46
77,240.92,veh_2,-0_0,1078.32,0,16.43,DEFAULT_VEHTYPE,184.75,282.09
78,226.56,veh_1,-0_0,1120.18,0,15.93,DEFAULT_VEHTYPE,151.47,256.89
78,235.5,veh_2,-0_0,1094.12,0,15.79,DEFAULT_VEHTYPE,171.46,273.57
79,227.96,veh_1,-0_0,1136,0,15.82,DEFAULT_VEHTYPE,140.01,245.99
79,230.05,veh_2,-0_0,1109.83,0,15.71,DEFAULT_VEHTYPE,159.1,263.89
80,233.01,veh_1,-0_0,1152.02,0,16.02,DEFAULT_VEHTYPE,127.52,235.96
80,225.16,veh_2,-0_0,1126.05,0,16.23,DEFAULT_VEHTYPE,147.3,252.75
81,238.03,veh_1,-0_0,1167.79,0,15.77,DEFAULT_VEHTYPE,114.41,227.21
81,230.03,veh_2,-0_0,1142.67,0,16.62,DEFAULT_VEHTYPE,134.92,241.68
82,242.9,veh_1,-0_0,1183.34,0,15.55,DEFAULT_VEHTYPE,100.79,219.71
82,235.08,veh_2,-0_0,1158.61,0,15.93,DEFAULT_VEHTYPE,122.14,232.17
83,247.88,veh_1,-0_0,1199.16,0,15.82,DEFAULT_VEHTYPE,86.33,213.31
83,239.85,veh_2,-0_0,1174.03,0,15.42,DEFAULT_VEHTYPE,109.03,224.06
84,252.95,veh_1,-0_0,1215.51,0,16.35,DEFAULT_VEHTYPE,70.86,208.04
84,244.8,veh_2,-0_0,1189.53,0,15.51,DEFAULT_VEHTYPE,95.2,217.06
85,257.87,veh_1,-0_0,1231.24,0,15.73,DEFAULT_VEHTYPE,55.59,204.29
85,249.95,veh_2,-0_0,1205.91,0,16.38,DEFAULT_VEHTYPE,80,210.97
86,263.14,veh_1,-0_0,1247.83,0,16.58,DEFAULT_VEHTYPE,39.2,201.8
86,254.95,veh_2,-0_0,1221.92,0,16.01,DEFAULT_VEHTYPE,64.68,206.35
87,266.76,veh_1,-0_0,1263.33,0,15.5,DEFAULT_VEHTYPE,23.74,200.69
87,260.09,veh_2,-0_0,1238.09,0,16.17,DEFAULT_VEHTYPE,48.84,203.08
88,266.76,veh_1,-0_0,1279.46,0,16.13,DEFAULT_VEHTYPE,7.63,199.78
88,264.73,veh_2,-0_0,1252.88,0,14.79,DEFAULT_VEHTYPE,34.16,201.33
89,266.76,veh_2,-0_0,1269.28,0,16.4,DEFAULT_VEHTYPE,17.8,200.35
