timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
63,241.76,veh_0,-0_0,1076.03,0,18.06,DEFAULT_VEHTYPE,186.75,283.22
64,235.6,veh_0,-0_0,1093.88,0,17.85,DEFAULT_VEHTYPE,171.65,273.71
65,229.12,veh_0,-0_0,1112.72,0,18.84,DEFAULT_VEHTYPE,156.92,261.98
66,226.33,veh_0,-0_0,1130.94,0,18.22,DEFAULT_VEHTYPE,143.77,249.38
67,231.89,veh_0,-0_0,1148.83,0,17.89,DEFAULT_VEHTYPE,130.09,237.87
68,237.76,veh_0,-0_0,1167.14,0,18.31,DEFAULT_VEHTYPE,114.97,227.55
69,243.4,veh_0,-0_0,1184.98,0,17.85,DEFAULT_VEHTYPE,99.32,218.99
70,249.1,veh_0,-0_0,1203.08,0,18.09,DEFAULT_VEHTYPE,82.67,211.93
71,254.67,veh_0,-0_0,1220.88,0,17.8,DEFAULT_VEHTYPE,65.69,206.61
72,260.25,veh_0,-0_0,1238.54,0,17.67,DEFAULT_VEHTYPE,48.4,203.01
73,265.99,veh_0,-0_0,1257.02,0,18.47,DEFAULT_VEHTYPE,30.04,201.05
74,266.76,veh_0,-0_0,1275.31,0,18.3,DEFAULT_VEHTYPE,11.77,200.01
